Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
KIA,SPORTAGE 2024(X-PRO PRESTIGE),I4,"2,480 cc",187 л.с.,200 km/h,8.1 сек,2 888 000 руб.,Petrol,5,400 Nm
KIA,SPORTAGE 2024(SX TURBO AWD),I4,"1,998 cc",240 л.с.,210 km/h,6.5 сек,3 040 000 руб.,Petrol/AWD,5,400 Nm
KIA  ,SPORTAGE 2024(BASE FWD),I4,"2,480 cc",187 л.с.,200 km/h,8.5 сек,2 014 000 руб.,Petrol,5,250 Nm
HONDA,CR-V,I4,"1,498 cc",190 л.с.,186 km/h,8.2 сек,2 280 000 руб.,Petrol/Hybrid,5,400 Nm
HONDA,PILOT,V6,"3,471 cc",285 л.с.,209 km/h,6.3 сек,3 040 000 руб.,Petrol,8,360 Nm
HONDA,CIVIC HATCHBACK,I4,"1,498 cc",180 л.с.,220 km/h,6.8 сек,2 002 600 руб.,Petrol,5,300 Nm
TOYOTA,CAMRY,V6,"3,500 cc",301 л.с.,220 km/h,6.0 сек,2 052 000 руб.,Petrol/Hybrid,5,250 Nm
TOYOTA,COROLLA,I4,"1,798 cc",139 л.с.,180 km/h,9.4 сек,1 710 000 руб.,Petrol/Hybrid,5,200 Nm
TOYOTA,PRIUS,I4,"1,798 cc",121 л.с.,180 km/h,10.5 сек,2 029 200 руб.,Hybrid,5,142 Nm
TOYOTA,RAV4,I4,"2,494 cc",203 л.с.,200 km/h,8.1 сек,2 059 600 руб.,Petrol/Hybrid,5,400 Nm
TOYOTA,HIGHLANDER,V6,"3,456 cc",295 л.с.,220 km/h,7.2 сек,2 918 400 руб.,Petrol/Hybrid,7,370 Nm
TOYOTA,4RUNNER ,V6,"3,956 cc",270 л.с.,200 km/h,7.5 сек,2 842 400 руб.,Petrol,5,400 Nm
TOYOTA,TACOMA,I4,"2,694 cc",159 л.с.,180 km/h,9.5 сек,2 006 400 руб.,Petrol,5,400 Nm
TOYOTA,TUNDRA,V8,"5,663 cc",381 л.с.,220 km/h,6.7 сек,3 032 400 руб.,Petrol,5,650 Nm
TOYOTA,AVALON,V6,"3,456 cc",301 л.с.,220 km/h,6.9 сек,3 146 400 руб.,Petrol,5,400 Nm
TOYOTA,MIRAI,I4,"1,798 cc",151 л.с.,180 km/h,9.2 сек,3 982 400 руб.,Hydrogen,5,335 Nm
TOYOTA,SIENNA,V6,"2,494 cc",245 л.с.,190 km/h,8.0 сек,3 355 400 руб.,Petrol/Hybrid,7,360 Nm
TOYOTA,VENZA,I4,"2,494 cc",219 л.с.,200 km/h,7.5 сек,2 538 400 руб.,Hybrid,5,400 Nm
TOYOTA,HIGHLANDER HYBRID,V6,"3,456 cc",240 л.с.,220 km/h,8.2 сек,3 070 400 руб.,Hybrid,7,350 Nm
TOYOTA,LAND CRUISER PRADO,V6,"3,956 cc",282 л.с.,200 km/h,7.2 сек,3 754 400 руб.,Petrol/Diesel,7,450 Nm
TOYOTA,TUNDRA HYBRID,V6,"3,456 cc",344 л.с.,220 km/h,6.2 сек,3 298 400 руб.,Hybrid,5,650 Nm
TOYOTA,YARIS,I4,"1,496 cc",106 л.с.,180 km/h,11.2 сек,1 398 400 руб.,Petrol,5,150 Nm
TOYOTA,C-HR,I4,"1,986 cc",144 л.с.,200 km/h,10.2 сек,1 854 400 руб.,Petrol/Hybrid,5,250 Nm
TOYOTA,BZ4X,ELECTRIC,"64.8 kwh (Base Model),72.8 kwh (Higher End Model",218 л.с.,200 km/h,7.5 сек,3 298 400 руб.,Electric,5,330 Nm
TOYOTA,CROWN,HYBRID,"2,494 cc",236 л.с.,200 km/h,7.6 сек,2 918 400 руб.,Hybrid,5,400 Nm
TOYOTA,MR2,I4,"1,986 cc",168 л.с.,200 km/h,6.9 сек,2 204 000 руб.,Petrol,2,400 Nm
TOYOTA,CELICA,I4,"1,986 cc",140 л.с.,200 km/h,8.5 сек,1 900 000 руб.,Petrol,5,250 Nm
HONDA,CITY,I4,"1,497 cc",119 л.с.,180 km/h,10.2 сек,1 170 400 руб.,Petrol/Hybrid,5,145 Nm
HONDA,CIVIC,I4,"1,996 cc",158 л.с.,200 km/h,8.5 сек,1 550 400 руб.,Petrol,5,400 Nm
HYUNDAI,I10,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",87 л.с.,160 km/h,12.2 сек,942 400 руб.,Petrol,5,120 Nm
HYUNDAI,I20,"1.4L,4-CYLINDER,INLINE-4(I4)","1,396 cc",99 л.с.,180 km/h,10.5 сек,1 170 400 руб.,Petrol/Hybrid,5,250 Nm
HYUNDAI,ELANTRA,"2.0L,4-CYLINDER,INLINE-4(I4)","1,999 cc",147 л.с.,200 km/h,9.5 сек,1 398 400 руб.,Petrol/Hybrid,5,250 Nm
MAHINDRA,XUV500,"2.2L,4-CYLINDER,INLINE-4(I4)","2,179 cc",155 л.с.,180 km/h,10.5 сек,1 398 400 руб.,Diesel,7,400 Nm
MAHINDRA,SCORPIO,"2.2L,4-CYLINDER,INLINE-4(I4)","2,179 cc",140 л.с.,160 km/h,11.2 сек,1 246 400 руб.,Diesel,7,280 Nm
MAHINDRA,THAR,"2.0L,4-CYLINDER,INLINE-4(I4)","1,997 cc",150 л.с.,180 km/h,10.5 сек,1 550 400 руб.,Petrol/Diesel,4,320 Nm
MARUTI SUZUKI,SWIFT,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",83 л.с.,160 km/h,12.2 сек,790 400 руб.,Petrol,5,113 Nm
MARUTI SUZUKI,DZIRE,"1.2L,4-CYLINDER,INLINE-4(I4)","1,197 cc",83 л.с.,160 km/h,12.2 сек,866 400 руб.,Petrol/Diesel,5,113 Nm
MARUTI SUZUKI,BREZZA,"1.5L,4-CYLINDER,INLINE(I4)","1,462 cc",103 л.с.,180 km/h,11.5 сек,1 094 400 руб.,Petrol,5,200 Nm
TOYOTA,PRIUS PRIME,"2.0L,4-CYLINDER,WITH HYBRID SYSTEM","1,998 cc",220 л.с.,180 km/h,6.7 сек,2 363 600 руб.,Plug-in Hybrid,5,220 Nm
TOYOTA,GR COROLLA,"1.6L,TURBOCHARGED INLINE-3","1,618 cc",300 л.с.,230 km/h,5. 0 сек,2 811 620 руб.,Petrol,5,370 Nm
TOYOTA,LAND CRUISER 300,"3.3L,V6,TWIN TURBO DIESEL","3,346 cc",305 л.с.,210 km/h,6.8 сек,4 446 000 руб.,Petrol/Diesel,7,650 Nm
TOYOTA,TUNDRA I-FORCE MAX,"3.5L,V6,HYBRID TWIN-TURBO","3,445 cc",437 л.с.,180 km/h,6.2 сек,4 256 000 руб.,Hybrid,5,750 Nm
TOYOTA,COROLLA HATCHBACK XSE,"2.0L,INLINE-4","1,987 cc",169 л.с.,190 km/h,8.2 сек,1 929 640 руб.,Petrol,5,250 Nm
TOYOTA,MIRAI,"HYDROGEN FUEL CELL,ELECTRIC MOTOR",1.24 kwh,152 л.с.,180 km/h,9.0 сек,3 762 000 руб.,Hydrogen,5,335 Nm
TOYOTA,HILUX GR SPORT,"2.8L,TURBO,DIESEL","2,755 cc",224 л.с.,170 km/h,10.0 сек,3 800 000 руб.,Petrol/Diesel,5,500 Nm
TOYOTA,ALPHARD EXECUTIVE LOUNGE,"2.5L,INLINE-4,HYBRID,OR 3.5L,V6","HYBRID(2,494 cc),V6(3,456 cc)",296 л.с.,180 km/h,8.5 сек,4 560 000 руб.,Petrol,7,400 Nm
TOYOTA,FORTUNER GR SPORT,"2.8L,TURBO,DIESEL","2,755 cc",204 л.с.,175 km/h,10.5 сек,4 180 000 руб.,Diesel/Petrol,7,500 Nm
TOYOTA,INNOVA HYCROSS,2.0L HYBRID,"1,987 cc",184 л.с.,165 km/h,9.5 сек,3 040 000 руб.,Hybrid,7,250 Nm
TOYOTA,COASTER,"4.0L,DIESEL","4,009 cc",134 л.с.,120 km/h,,5 320 000 руб.,Diesel,20,500 Nm
TOYOTA,URBAN CRUISER TAISOR,"1.5L,HYBRID","1,490 cc",114 л.с.,170 km/h,11 сек,1 900 000 руб.,Petrol,5,130 Nm
TOYOTA,AYGO X,"1.0L,INLINE-3",998 cc,71 л.с.,160 km/h,14.8 сек,1 368 000 руб.,Petrol,4,93 Nm
TOYOTA,HILUX REVO ROCCO,"2.8L,TURBO,DIESEL","2,755 cc",204 л.с. ,175 km/h,10.0 сек,3 800 000 руб.,Diesel,5,500 Nm
TOYOTA,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,75 KWH,136 л.с.,130 km/h,13.5 сек,4 180 000 руб.,Electric,7,280 Nm
TOYOTA,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID","3,456 cc",406 л.с.,200 km/h,6.0 сек,12 920 000 руб.,Petrol,5,500 Nm
TOYOTA,COROLLA SEDAN HYBRID,"1.8L,HYBRID","1,798 cc",134 л.с.,180 km/h,10.0 сек,1 824 000 руб.,Hybrid,5,300 Nm
TOYOTA,BZ3,ELECTRIC MOTOR,65 KWH,241 л.с.,160 km/h,7.5 сек,2 660 000 руб.,Electric,5,340 Nm
TOYOTA,GR YARIS,"1.6L,TURBOCHARGED INLINE-3","1,618 cc",268 л.с.,230 km/h,5.5 сек,3 420 000 руб.,Petrol,4,390 Nm
HYUNDAI,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,"1,600 cc",253 л.с.,180 km/h,9.3 сек,3 800 000 руб.,Petrol/Hybrid,7,420 Nm
HYUNDAI,IONIQ 5,ELECTRIC MOTOR,72.6 KWH,225 л.с.,185 km/h,7.4 сек,3 116 000 руб.,Electric,5,350 Nm
HYUNDAI,Santa Cruz,2.5L Turbocharged Inline-4,"2,500 cc",281 л.с.,215 km/h,6.5 сек,3 100 724 руб.,Petrol,5,400 Nm
HYUNDAI,Kona,1.6L PETROL ,"1,591 cc",147 л.с.,185 km/h,10. 5 сек,1 558 000 руб.,Petrol/EV,5,400 Nm
HYUNDAI,Elantra,2.0L Inline-4,"2,000 cc",147 л.с.,210 km/h,8.3 сек,1 516 200 руб.,Petrol/Hybrid,5,250 Nm
Nissan,Urvan,2.5L Turbo Diese,,2488 cc,140 km/h,14.0 сек,2 128 000 руб.,Diesel,15,356 Nm
HYUNDAI,IONIQ 6,Electric Motor,53.6 kwh(Standard Range) / 77.4 kwh(Long Range),320 л.с.,185 km/h,5.2 сек,3 150 200 руб.,Electric,5,350 Nm
HYUNDAI,Tucson,2.5L Inline-4,"2,500 cc",187 л.с.,180 km/h,6.1 сек,2 318 000 руб.,Petrol/Hybrid,5,400 Nm
HYUNDAI,Palisade,3.8L V6,"3,800 cc",291 л.с.,240 km/h,6.3 сек,3 952 000 руб.,Petrol,7,355 Nm
HYUNDAI,Sonata,2.5L Inline-4,"2,500 cc",191 л.с.,240 km/h,8 сек,1 900 000 руб.,Petrol/Hybrid,5,250 Nm
HYUNDAI,Accent,1.6L Inline-4,"1,600 cc",120 л.с.,180 km/h,9.8 сек,1 140 000 руб.,Petrol,5,151 Nm
HYUNDAI,Venue,1.6L Inline-4,"1,600 cc",121 л.с.,180 km/h,9.5 сек,1 368 000 руб.,Petrol,5,240 Nm
HYUNDAI,KONA Electric,Electric Motor,39.2 kwh,200 л.с.,200 km/h,6.1 сек,3 040 000 руб.,Electric,5,395 Nm
HYUNDAI,Veloster,2.0L Inline-4,"2,000 cc",275 л.с.,220 km/h,6 сек,1 900 000 руб.,Petrol,4,264 Nm
HYUNDAI,NEXO,Electric Motor,1.56 kwh,161 л.с.,180 km/h,7.8 сек,2 888 000 руб.,Hydrogen,5,400 Nm
HYUNDAI,Ioniq,1.6L Inline-4,"1,600 cc",139 л.с.,160 km/h,8.5 сек,1 368 000 руб.,Hybrid/Electric,5,295 Nm
HYUNDAI,Genesis,3.8L V6,"3,800 cc",291 л.с.,240 km/h,6.3 сек,3 952 000 руб.,Petrol,5,400 Nm
HYUNDAI,Azera,3.3L V6,"3,300 cc",278 л.с.,240 km/h,6.5 сек,4 180 000 руб.,Petrol,5,250 Nm
HYUNDAI,Equus,3.3L V6,"3,300 cc",278 л.с.,240 km/h,6.5 сек,4 180 000 руб.,Petrol,5,400 Nm
HYUNDAI,Tiburon,2.0L Inline-4,"2,000 cc",160 л.с.,200 km/h,8.2 сек,1 444 000 руб.,Petrol,4,320 Nm
HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,"2,000 cc",160 л.с.,200 km/h,8.3 сек,1 672 000 руб.,Petrol,5,320 Nm
Volkswagen,Golf,1.5L Turbo I4 / Electric,1498 cc / 40 - 58 kWh,110 - 320 л.с.,210 km/h,8.5 сек,1 748 000 руб.,Petrol,5,250 Nm
Volkswagen,Passat,2.0L Turbo I4,1984 cc,150 - 280 л.с.,210 km/h,7.8 сек,1 900 000 руб.,Petrol,5,250 Nm
Volkswagen,Tiguan,2.0L Turbo I4,1984 cc,150 - 230 л.с.,209 km/h,8.5 сек,2 166 380 руб.,"Petrol, Hybrid",7,300 Nm
Volkswagen,Jetta,1.5L Turbo I4,1498 cc,150 - 228 л.с.,210 km/h,7.7 сек,1 671 620 руб.,Petrol,5,250 Nm
Volkswagen,Polo,1.0L Turbo I3 / 1.6L Diesel,999 cc / 1598 cc,80 - 200 л.с.,190 km/h,9.5 сек,1 368 000 руб.,Petrol,5,175 Nm
Volkswagen,Arteon,2.0L Turbo I4,1984 cc,150 - 280 л.с.,250 km/h,5.6 сек,3 496 000 руб.,Petrol,5,350 Nm
Volkswagen,ID.4,Electric,77 kWh,201 - 302 л.с.,160 km/h,7.8 сек,3 019 860 руб.,Electric,5,310 Nm
Volkswagen,Up!,Electric,32.3 kWh,82 л.с.,160 km/h,13.0 сек,1 140 000 руб.,Petrol,4,95 Nm
Volkswagen,Touareg,3.0L V6 Turbo Diesel / 4.0L V8,2967 cc / 3956 cc,231 - 500 л.с.,235 km/h,5.9 сек,4 180 000 руб.,"Petrol, Diesel",5,600 Nm
Volkswagen,Scirocco,2.0L Turbo I4,1984 cc,125 - 280 л.с.,233 km/h,6.0 сек,2 660 000 руб.,Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 л.с.,205 km/h,7.0 сек,1 520 000 руб.,Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 л.с.,180 km/h,7.9 сек,3 040 000 руб.,Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 л.с.,205 km/h,7.2 сек,2 280 000 руб.,Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 л.с.,200 km/h,9.3 сек,2 508 000 руб.,"Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 л.с.,185 km/h,10.5 сек,2 128 000 руб.,"Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 л.с.,160 km/h,9.5 сек,2 508 000 руб.,Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 л.с.,183 km/h,10.0 сек,1 824 000 руб.,Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 л.с.,180 km/h,13.0 сек,5 320 000 руб.,Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 л.с.,160 km/h,7.3 сек,2 660 000 руб.,Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 л.с.,145 km/h,10.2 сек,4 559 620 руб.,Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 л.с.,250 km/h,5.9 сек,2 429 340 руб.,Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 л.с.,250 km/h,4.6 сек,3 392 640 руб.,Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 л.с.,220 km/h,7.8 сек,2 736 000 руб.,Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 л.с.,238 km/h,6.7 сек,2 128 000 руб.,Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 л.с.,196 km/h,8.8 сек,1 520 000 руб.,Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 л.с.,200 km/h,10.2 сек,1 900 000 руб.,Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 л.с.,180 km/h,8.4 сек,3 420 000 руб.,Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 л.с.,145 km/h,10.2 сек,4 180 000 руб.,Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 л.с.,250 km/h,5.1 сек,5 320 000 руб.,Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 л.с.,190 km/h,9.4 сек,3 800 000 руб.,"Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 л.с.,190 km/h,10.5 сек,1 672 000 руб.,Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 л.с.,210 km/h,8.9 сек,2 280 000 руб.,Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 л.с.,210 km/h,7.1 сек,2 660 000 руб.,Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,280 л.с.,250 km/h,5.5 сек,3 040 000 руб.,Petrol,4,350 Nm
Volkswagen,Tiguan Allspace,2.0L Turbo I4,1984 cc,184 - 230 л.с.,215 km/h,7.6 сек,2 660 000 руб.,Petrol,7,320 Nm
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,1984 cc,190 - 320 л.с.,250 km/h,5.6 сек,3 648 000 руб.,Petrol,5,350 Nm
Volkswagen,ID.4 GTX,Electric AWD,77 kWh,299 л.с.,180 km/h,6.2 сек,3 800 000 руб.,Electric,5,460 Nm
Volkswagen,ID.3 Pro,Electric,58 kWh,204 л.с.,160 km/h,7.3 сек,2 660 000 руб.,Electric,5,310 Nm
Volkswagen,Golf Variant,1.5L Turbo I4 / 2.0L Diesel I4,1498 cc / 1968 cc,130 - 150 л.с.,220 km/h,7.5 сек,2 432 000 руб.,Petrol,5,320 Nm
Volkswagen,Crafter,2.0L Turbo Diesel I4,1968 cc,102 - 177 л.с.,160 km/h,13.0 сек,3 040 000 руб.,Diesel,3,410 Nm
Volkswagen,Lupo,1.4L I3 Gas / 1.2L Diesel I3,1390 cc / 1199 cc,60 - 75 л.с.,170 km/h,14.3 сек,1 140 000 руб.,Petrol,4,120 Nm
Volkswagen,Corrado,2.9L VR6,2861 cc,190 л.с.,235 km/h,6.4 сек,1 900 000 руб.,Petrol,4,245 Nm
Volkswagen,Phaeton,3.0L V6 Diesel / 6.0L W12 Gas,2967 cc / 5998 cc,240 - 450 л.с.,250 km/h,6.1 сек,6 460 000 руб.,Petrol,5,560 Nm
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197 cc / 1984 cc,105 - 210 л.с.,217 km/h,8.4 сек,2 280 000 руб.,Petrol,4,200 Nm
Volkswagen,Santana,1.5L I4 Gas,1498 cc,110 л.с.,190 km/h,12.9 сек,1 140 000 руб.,Petrol,5,145 Nm
Volkswagen,Polo Vivo,1.4L I4 Gas / 1.6L I4 Gas,1390 cc / 1598 cc,85 - 105 л.с.,170 km/h,10.8 сек,1 064 000 руб.,Petrol,5,132 Nm
Volkswagen,Karmann Ghia,1.2L I4 Gas,1192 cc,34 - 60 л.с.,138 km/h,23.0 сек,1 900 000 руб.,Petrol,2,106 Nm
Volkswagen,Fox,1.2L I4 Gas / 1.4L I4 Gas,1198 cc / 1390 cc,55 - 75 л.с.,148 km/h,17.5 сек,912 000 руб.,Petrol,5,93 Nm
Volkswagen,Vento,1.6L I4 Gas / Diesel,1598 cc,105 - 110 л.с.,186 km/h,11.7 сек,1 368 000 руб.,Petrol,5,153 Nm
Volkswagen,Golf Electric,Electric,35.8 kWh,136 л.с.,140 km/h,10.4 сек,2 508 000 руб.,Electric,5,290 Nm
Volkswagen,Bora,1.6L I4 Gas / 1.9L I4 Diesel,1598 cc / 1896 cc,100 - 150 л.с.,200 km/h,9.4 сек,1 520 000 руб.,Petrol,5,220 Nm
Volkswagen,Teramont,2.0L I4 Turbo / 3.6L V6 Gas,1984 cc / 3597 cc,235 - 276 л.с.,190 km/h,8.6 сек,2 432 000 руб.,Petrol,7,350 Nm
Volkswagen,Taos,1.5L I4 Turbo,1498 cc,158 л.с.,193 km/h,8.4 сек,1 824 000 руб.,Petrol,5,250 Nm
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999 cc,82 - 115 л.с.,160 km/h,12.4 сек,1 368 000 руб.,Petrol,4,95 Nm
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115 - 150 л.с.,205 km/h,9.6 сек,2 660 000 руб.,Petrol,4,250 Nm
Volkswagen,Passat CC,2.0L I4 Turbo,1984 cc,200 - 280 л.с.,240 km/h,7.3 сек,3 040 000 руб.,Petrol,5,280 Nm
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968 cc,102 - 204 л.с.,180 km/h,12.2 сек,2 660 000 руб.,Diesel,9,340 Nm
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967 cc,204 - 258 л.с.,191 km/h,7.9 сек,3 420 000 руб.,Diesel,5,580 Nm
Volkswagen,ID.2,Electric,~50 kWh (Estimate),~170 л.с.,160 km/h,8.0 сек,1 900 000 руб.,Electric,5,220 Nm
Volkswagen,Polo TDI,1.4L I4 Diesel / 1.6L Diesel,1390 cc / 1598 cc,75 - 105 л.с.,190 km/h,9.9 сек,1 520 000 руб.,Diesel,5,250 Nm
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395 cc + Electric Motor,204 л.с.,222 km/h,7.6 сек,3 040 000 руб.,Hybrid,5,350 Nm
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956 cc,421 л.с.,250 km/h,4.9 сек,5 320 000 руб.,Petrol,5,770 Nm
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395 cc,150 л.с.,200 km/h,7.5 сек,2 280 000 руб.,Petrol,4,250 Nm
Volkswagen,Passat B8,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150 - 280 л.с.,210 km/h,8.7 сек,2 128 000 руб.,Petrol,5,250 Nm
Volkswagen,ID.4 Pro S,Electric,77 kWh,201 л.с.,180 km/h,7.8 сек,3 420 000 руб.,Electric,5,310 Nm
Volkswagen,Golf Cabriolet,1.2L I4 Turbo / 2.0L I4 Turbo,1197 cc / 1984 cc,105 - 210 л.с.,217 km/h,8.4 сек,2 280 000 руб.,Petrol,4,200 Nm
Volkswagen,Golf Country,1.8L I4 Gas,1781 cc,98 л.с.,165 km/h,12.0 сек,1 900 000 руб.,Petrol,5,170 Nm
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984 cc,228 л.с.,250 km/h,6.5 сек,2 356 000 руб.,Petrol,5,350 Nm
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984 cc,150 - 320 л.с.,250 km/h,5.6 сек,3 800 000 руб.,Petrol,5,420 Nm
Volkswagen,T-Cross R-Line,1.0L I3 Turbo / 1.5L I4 Turbo,999 cc / 1498 cc,115 - 150 л.с.,200 km/h,8.5 сек,2 052 000 руб.,Petrol,5,250 Nm
Volkswagen,Golf R32,3.2L VR6,3189 cc,240 л.с.,250 km/h,6.2 сек,3 040 000 руб.,Petrol,5,320 Nm
Volkswagen,Passat B7,1.6L Diesel / 2.0L I4 Turbo,1598 cc / 1984 cc,120 - 240 л.с.,220 km/h,8.5 сек,1 976 000 руб.,Petrol,5,280 Nm
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781 cc,137 л.с.,220 km/h,7.1 сек,2 660 000 руб.,Petrol,4,230 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 л.с.,190 km/h,10.5 сек,1 520 000 руб.,Diesel,5,210 Nm
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968 cc,184 л.с.,230 km/h,7.5 сек,2 888 000 руб.,Diesel,5,380 Nm
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598 cc,272 л.с.,200 km/h,4.1 сек,3 420 000 руб.,Petrol,5,400 Nm
Volkswagen,ID. Buzz Pro,Electric,77 kWh,204 л.с.,145 km/h,10.2 сек,4 560 000 руб.,Electric,7,310 Nm
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170 л.с.,210 km/h,8.6 сек,2 128 000 руб.,Hybrid,5,250 Nm
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968 cc,150 - 200 л.с.,220 km/h,7.8 сек,2 660 000 руб.,Petrol,5,320 Nm
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800 cc + Electric Motor,68 л.с.,160 km/h,11.9 сек,11 400 000 руб.,Hybrid,2,140 Nm
Volkswagen,Golf TDI,2.0L Diesel I4,1968 cc,150 - 184 л.с.,220 km/h,8.0 сек,2 128 000 руб.,Diesel,5,350 Nm
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150 - 240 л.с.,220 km/h,8.5 сек,2 280 000 руб.,Petrol,5,280 Nm
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984 cc,300 л.с.,240 km/h,6.7 сек,2 280 000 руб.,Petrol,5,320 Nm
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170 л.с.,210 km/h,8.6 сек,2 128 000 руб.,Hybrid,5,250 Nm
Volkswagen,ID.3 GTX,Electric,77 kWh,299 л.с.,180 km/h,6.2 сек,3 420 000 руб.,Electric,5,310 Nm
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984 cc,190 - 280 л.с.,250 km/h,5.6 сек,3 800 000 руб.,Petrol,5,420 Nm
Volkswagen,Golf TGI,1.5L I4 CNG,1498 cc,130 л.с.,220 km/h,8.8 сек,2 280 000 руб.,Petrol,5,200 Nm
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984 cc,220 л.с.,246 km/h,6.5 сек,2 660 000 руб.,Petrol,4,350 Nm
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968 cc,122 - 150 л.с.,180 km/h,12.0 сек,1 900 000 руб.,Diesel,7,250 Nm
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199 cc,61 л.с.,165 km/h,14.5 сек,1 520 000 руб.,Diesel,4,140 Nm
Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95 л.с.,187 km/h,9.5 сек,1 672 000 руб.,Petrol,5,175 Nm
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215 л.с.,210 km/h,7.4 сек,2 432 000 руб.,Hybrid,5,330 Nm
Volkswagen,Golf TCR,2.0L I4 Turbo,1984 cc,290 л.с.,250 km/h,5.6 сек,3 040 000 руб.,Petrol,5,370 Nm
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984 cc,190 - 230 л.с.,250 km/h,4.9 сек,3 420 000 руб.,Petrol,5,420 Nm
Volkswagen,Sharan Business,2.0L Diesel I4,1968 cc,150 - 184 л.с.,200 km/h,8.3 сек,2 660 000 руб.,Diesel,7,350 Nm
